slot	abstract	alias	aliases	apply_to	asymmetric	broad_mappings	children_are_mutually_disjoint	close_mappings	comments	conforms_to	created_by	created_on	deprecated	deprecated_element_has_exact_replacement	deprecated_element_has_possible_replacement	description	designates_type	disjoint_with	domain	equals_expression	equals_number	equals_string	equals_string_in	exact_mappings	examples	has_member	id_prefixes	identifier	ifabsent	in_language	in_subset	inherited	inlined	inlined_as_list	inverse	irreflexive	is_a	is_class_field	is_grouping_slot	key	last_updated_on	list_elements_ordered	list_elements_unique	locally_reflexive	mappings	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixin	mixins	modified_by	multivalued	narrow_mappings	notes	path_rule	pattern	range	rank	readonly	recommended	reflexive	reflexive_transitive_form_of	related_mappings	relational_role	required	role	see_also	shared	singular_name	slot_group	slot_uri	source	status	string_serialization	structured_pattern	subproperty_of	symmetric	title	todos	transitive	transitive_form_of	values_from
> slot	abstract	alias	aliases	apply_to	asymmetric	broad_mappings	children_are_mutually_disjoint	close_mappings	comments	conforms_to	created_by	created_on	deprecated	deprecated_element_has_exact_replacement	deprecated_element_has_possible_replacement	description	designates_type	disjoint_with	domain	equals_expression	equals_number	equals_string	equals_string_in	exact_mappings	examples	has_member	id_prefixes	identifier	ifabsent	in_language	in_subset	inherited	inlined	inlined_as_list	inverse	irreflexive	is_a	is_class_field	is_grouping_slot	key	last_updated_on	list_elements_ordered	list_elements_unique	locally_reflexive	mappings	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixin	mixins	modified_by	multivalued	narrow_mappings	notes	path_rule	pattern	range	rank	readonly	recommended	reflexive	reflexive_transitive_form_of	related_mappings	relational_role	required	role	see_also	shared	singular_name	slot_group	slot_uri	source	status	string_serialization	structured_pattern	subproperty_of	symmetric	title	todos	transitive	transitive_form_of	values_from
abstract																an abstract class is a high level class or slot that is typically used to group common slots together and cannot be directly instantiated.			definition																																							boolean																									
alias																"the name used for a slot in the context of its owning class.  If present, this is used instead of the actual slot name."			slot_definition																																							string														skos:prefLabel											
aliases																			element																																		TRUE					string														skos:altLabel											
all_members																"the value of the multiavlued slot is a list where all elements conform to the specified values.
this defines a dynamic class with named slots according to matching constraints

E.g to state that all members of a list are between 1 and 10
```
all_members:
  x:
    range: integer
    minimum_value: 10
    maximum_value: 10
```"																	TRUE				list_value_specification_constant																TRUE					slot_definition																testing									
all_of																holds if all of the expressions hold								sh:and													boolean_slot																					expression																testing									
alt_description_source		source														the source of an attributed description			alt_description																					TRUE																		string																									
alt_description_text		description														text of an attributed description			alt_description																																							string								TRUE																	
alt_descriptions																			element														TRUE																				TRUE					alt_description																									
annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable																		extensions																TRUE					annotation																									
any_of																holds if at least one of the expressions hold								sh:or													boolean_slot																					expression																testing									
apply_to																"Used to extend class or slot definitions. For example, if we have a core schema where a gene has two slots for identifier and symbol, and we have a specialized schema for my_organism where we wish to add a slot systematic_name, we can avoid subclassing by defining a class gene_my_organism, adding the slot to this class, and then adding an apply_to pointing to the gene class. The new slot will be 'injected into' the gene class."			definition																																		TRUE					definition																									
attributes									"attributes are an alternative way of defining new slots.  An attribute adds a slot to the global space in the form <class_name>__<slot_name> (lower case, double underscores).  Attributes can be specialized via slot_usage."							Inline definition of slots			class_definition														TRUE																				TRUE					slot_definition																									
base									every root type must have a base|the base is inherited by child types but may be overriden.  Base compatibility is not checked.							python base type that implements this type definition			type_definition													TRUE																																																			
bidirectional			iff|if and only if													"in addition to preconditions entailing postconditions, the postconditions entail the preconditions"																																										boolean																									
boolean_slot	TRUE															A grouping of slots that expression a boolean operator over a list of operands																																					TRUE					expression																testing									
broad mappings																A list of terms from different schemas or terminology systems that have broader meaning.																FALSE					mappings																TRUE					uriorcurie														skos:broadMatch											
class_uri																URI of the class in an RDF environment			class_definition										class_curie																													uriorcurie																									
classes																class definitions			schema_definition														TRUE																				TRUE					class_definition																									
classification_rules																the collection of classification rules that apply to all members of this class			class_definition														TRUE																				TRUE					anonymous_class_expression																testing									
close mappings																A list of terms from different schemas or terminology systems that have close meaning.																FALSE					mappings																TRUE					uriorcurie														skos:closeMatch											
code_set																the identifier of an enumeration code set.			enum_definition																																							uriorcurie																						this should be able to connect to an existing code set from TCCM			
code_set_tag									enum_definition cannot have both a code_set_tag and a code_set_version							the version tag of the enumeration code set			enum_definition																																							string																									
code_set_version									we assume that version identifiers lexically sort in temporal order. Recommend semver when possible							the version identifier of the enumeration code set			enum_definition																																							string																									
comments																notes and comments about an element intended for external consumption			element												owl																						TRUE																			skos:note											
conforms_to																An established standard to which the element conforms.			element																																																					dcterms:conformsTo											
created_by																agent that created the element			element																																							uriorcurie														pav:createdBy											
created_on																time at which the element was created			element																																							datetime														pav:createdOn											
deactivated																a deactivated rule is not executed by the rules engine																																										boolean														sh:deactivated											
default_curi_maps																ordered list of prefixcommon biocontexts to be fetched to resolve id prefixes and inline prefix variables			schema_definition																																		TRUE																														
default_prefix																"default and base prefix -- used for ':' identifiers, @base and @vocab"			schema_definition										default_ns																													string																									
default_range																default slot range to be used if range element is omitted from a slot definition			schema_definition																																				restricted to type definitions for the time being.  Could be broadened if required			type_definition																									
defining_slots																"The combination of is a plus defining slots form a genus-differentia definition, or the set of necessary and sufficient conditions that can be transformed into an OWL equivalence axiom"			class_definition													TRUE																					TRUE					slot_definition																									
definition_uri									Formed by combining the default_prefix with the mangled element							"the ""native"" URI of the element"			element																																							uriorcurie		filled in by the schema loader																							
deprecated																Description of why and when this element will no longer be used			element																																							string																									
deprecated element has exact replacement																"When an element is deprecated, it can be automatically replaced by this uri or curie"																													IAO:0100001													uriorcurie																									
deprecated element has possible replacement																"When an element is deprecated, it can be potentially replaced by this uri or curie"																													OIO:consider													uriorcurie																									
description																a description of the element's purpose and use			element												owl																																									skos:definition											
designates_type			type designator													True means that the key slot(s) is used to determine the instantiation (types) relation between objects and a ClassDefinition			slot_definition													TRUE																										boolean																									
domain																"defines the type of the subject of the slot.  Given the following slot definition
  S1:
    domain: C1
    range:  C2
the declaration
  X:
    S1: Y

implicitly asserts that X is an instance of C1
"			slot_definition													TRUE																										class_definition																									
domain_of																"the class(es) that reference the slot in a ""slots"" or ""slot_usage"" context"			slot_definition																																		TRUE					class_definition		filled in by the loader																							
elseconditions			else													"an expression that must hold for an instance of the class, if the preconditions no not hold"																	TRUE																									anonymous_class_expression																									
emit_prefixes																a list of Curie prefixes that are used in the representation of instances of the model.  All prefixes in this list are added to the prefix sections of the target models.			schema_definition																																		TRUE					ncname																									
enums																enumerated ranges			schema_definition														TRUE																				TRUE					enum_definition																									
equals_expression									"for example, a 'length' slot may have an equals_expression with value '(end-start)+1'"							the value of the slot must equal the value of the evaluated expression																TRUE					value_specification_constant																					string										https://github.com/linkml/linkml/issues/75						unstable						specify expression language			
equals_number																the slot must have range of a number and the value of the slot must equal the specified value																TRUE					value_specification_constant																					integer																unstable									
equals_number_in																the slot must have range number and the value of the slot must equal one of the specified values																TRUE					list_value_specification_constant																TRUE					integer																testing									
equals_string																the slot must have range string and the value of the slot must equal the specified value																TRUE					value_specification_constant																					string																testing									
equals_string_in																the slot must have range string and the value of the slot must equal one of the specified values																TRUE					list_value_specification_constant																TRUE					string																testing									
exact mappings																A list of terms from different schemas or terminology systems that have identical meaning.																FALSE					mappings																TRUE					uriorcurie														skos:exactMatch											
exactly_one_of																holds if only one of the expressions hold								sh:xone													boolean_slot																					expression																testing									
examples																example usages of an element			element												owl		TRUE																				TRUE					example																									
extension_tag		tag														a tag associated with an extension			extension																					TRUE																		uriorcurie								TRUE																	
extension_value		value														the actual annotation			extension																																															TRUE																	
extensions																a tag/text tuple attached to an arbitrary element			extensible														TRUE																				TRUE					extension																									
from_schema																id of the schema that defined the element			element																																				"A stronger model would be range schema_definition, but this doesn't address the import model"			uri		supplied by the schema loader												skos:inScheme											
generation_date																date and time that the schema was loaded/generated			schema_definition												owl																											datetime		supplied by the schema loader																							
has_member																the values of the slot is multivalued with at least one member satisfying the condition																	TRUE				list_value_specification_constant																					anonymous_slot_expression																testing									
id																The official schema URI			schema_definition																																							uri								TRUE																	
id_prefixes									"Order of elements may be used to indicate priority order|If identifiers are treated as CURIEs, then the CURIE must start with one of the indicated prefixes followed by `:` (_should_ start if the list is open)|If identifiers are treated as URIs, then the URI string must start with the expanded for of the prefix (_should_ start if the list is open)"							the identifier of this class or slot must begin with the URIs referenced by this prefix			element																																		TRUE					ncname										https://github.com/linkml/linkml/issues/194|https://github.com/linkml/linkml-model/issues/28															
identifier			primary key|ID|UID|code						identifier is inherited|a key slot is automatically required.  Identifiers cannot be optional|a given domain can have at most one identifier|identifiers and keys are mutually exclusive.  A given domain cannot have both							True means that the key slot(s) uniquely identify the container. There can be at most one identifier or key per container			slot_definition													TRUE																										boolean										https://en.wikipedia.org/wiki/Identifier															
ifabsent																"function that provides a default value for the slot.  Possible values for this slot are defined in
biolink.utils.ifabsent_functions.default_library:
  * [Tt]rue -- boolean True
  * [Ff]alse -- boolean False
  * int(value) -- integer value
  * str(value) -- string value
  * default_range -- schema default range
  * bnode -- blank node identifier
  * slot_uri -- URI for the slot
  * class_curie -- CURIE for the containing class
  * class_uri -- URI for the containing class"			slot_definition													TRUE																										string																									
imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																							
imports																other schemas that are included in this schema			schema_definition																																		TRUE					uriorcurie																									
in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element																																		TRUE					subset_definition														OIO:inSubset											
inherited									Inherited applies to slot values.  Parent *slots* are always inherited by subclasses							true means that the *value* of a slot is inherited by subclasses			slot_definition													TRUE																										boolean																									
inlined									classes without keys or identifiers are necessarily inlined as lists							"True means that keyed or identified slot appears in an outer structure by value.  False means that only the key or identifier for the slot appears within the domain, referencing a structure that appears elsewhere."			slot_definition													TRUE																										boolean																									
inlined_as_list									"The default loader will accept either list or dictionary form as input.  This parameter controls internal
representation and output.|A keyed or identified class with one additional slot can be input in a third form, a dictionary whose key
is the key or identifier and whose value is the one additional element.  This form is still stored according
to the inlined_as_list setting."							"True means that an inlined slot is represented as a list of range instances.  False means that an inlined slot is represented as a dictionary, whose key is the slot key or identifier and whose value is the range instance."			slot_definition													TRUE																										boolean																									
inverse																indicates that any instance of d s r implies that there is also an instance of r s' d			slot_definition																																							slot_definition														owl:inverseOf											
is_a	TRUE															"specifies single-inheritance between classes or slots. While multiple inheritance is not allowed, mixins can be provided effectively providing the same thing. The semantics are the same when translated to formalisms that allow MI (e.g. RDFS/OWL). When translating to a SI framework (e.g. java classes, python classes) then is a is used. When translating a framework without polymorphism (e.g. json-schema, solr document schema) then is a and mixins are recursively unfolded"			definition																																							definition																									
is_class_field																"indicates that any instance, i,  the domain of this slot will include an assert of i s range"			slot_definition																																							boolean																									
is_usage_slot													Replaced by usage_slot_name			True means that this slot was defined in a slot_usage situation			slot_definition																																							boolean		filled in by the loader																							
key									see also 'unique_key'|key is inherited|a given domain can have at most one key slot (restriction to be removed in the future)|identifiers and keys are mutually exclusive.  A given domain cannot have both|a key slot is automatically required.  Keys cannot be optional							True means that the key slot(s) uniquely identify the container.			slot_definition													TRUE																										boolean																									
last_updated_on																time at which the element was last updated			element																																							datetime														pav:lastUpdatedOn											
license																license for the schema			schema_definition												owl																																									dcterms:license											
list_value_specification_constant	TRUE															Grouping for metamodel slots that constrain members of a multivalued slot value to equal a specified constant																																																										testing									
local_name_source																the ncname of the source of the name			local_name																					TRUE																		ncname																									
local_name_value																a name assigned to an element in a given ontology			local_name																																							string								TRUE						skos:altLabel											
local_names																			element														TRUE																				TRUE					local_name																									
mappings			xrefs|identifiers|alternate identifiers|alternate ids													"A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective."																																					TRUE					uriorcurie														skos:mappingRelation											
maximum_cardinality																the maximum number of entries for a multivalued slot																TRUE					value_specification_constant																					integer																testing									
maximum_value																"for slots with ranges of type number, the value must be equal to or lowe than this"			slot_definition													TRUE																										integer																									
meaning																the value meaning of a permissible value			permissible_value																																				we may want to change the range of this (and other) elements in the model to an entitydescription type construct			uriorcurie										https://en.wikipedia.org/wiki/ISO/IEC_11179															
metamodel_version																Version of the metamodel used to load the schema			schema_definition												owl																													supplied by the schema loader																							
minimum_cardinality																the minimum number of entries for a multivalued slot																TRUE					value_specification_constant																					integer																testing									
minimum_value																"for slots with ranges of type number, the value must be equal to or higher than this"			slot_definition													TRUE																										integer																									
mixin			trait													this slot or class can only be used as a mixin.			definition																																							boolean										https://en.wikipedia.org/wiki/Mixin															
mixins			traits						"mixins act in the same way as parents (is_a). They allow a model to have a primary strict hierachy, while keeping the benefits of multiple inheritance"							List of definitions to be mixed in. Targets may be any definition of the same type			definition																																		TRUE					definition										https://en.wikipedia.org/wiki/Mixin															
modified_by																agent that modified the element			element																																							uriorcurie														oslc:modifiedBy											
multivalued																true means that slot can have more than one value			slot_definition													TRUE																										boolean																									
name																the unique name of the element within the context of the schema.  Name is combined with the default prefix to form the globally unique subject of the target class.			element									TRUE			owl														schema:name																							https://en.wikipedia.org/wiki/Data_element_name				rdfs:label											
narrow mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																FALSE					mappings																TRUE					uriorcurie														skos:narrowMatch											
none_of																holds if none of the expressions hold								sh:not													boolean_slot																					expression																testing									
notes																editorial notes about an element intended for internal consumption			element												owl																						TRUE																			skos:editorialNote											
open_world																"if true, the the postconditions may be omitted in instance data, but it is valid for an inference engine to add these"																																										boolean																									
owner													Will be replaced by domain_of and eventually removed			"the ""owner"" of the slot. It is the class if it appears in the slots list, otherwise the declaring slot"			slot_definition																																							definition		filled in by loader -- either class domain or slot domain																							
pattern																the string value of the slot must conform to this regular expression			definition													TRUE																										string																									
permissible_values																A list of possible values for a slot range			enum_definition														TRUE																				TRUE					permissible_value																									
postconditions			then|head|consequents					swrl:body								"an expression that must hold for an instance of the class, if the preconditions hold"																	TRUE																									anonymous_class_expression																									
precedence																the relative order in which the rule is applied																																										integer														sh:order											
preconditions			if|body|antecedents					swrl:body								an expression that must hold in order for the rule to be applicable to an instance																	TRUE																									anonymous_class_expression														sh:condition											
prefix_prefix																the nsname (sans ':' for a given prefix)			prefix																					TRUE																		ncname																									
prefix_reference																A URI associated with a given prefix			prefix																																							uri								TRUE																	
prefixes																prefix / URI definitions to be added to the context beyond those fetched from prefixcommons in id prefixes			schema_definition														TRUE																				TRUE					prefix																									
pv_formula									you cannot have BOTH the permissible_values and permissible_value_formula tag|code_set must be supplied for this to be valid							Defines the specific formula to be used to generate the permissible values.			enum_definition																																							pv_formula_options																									
range									"range is underspecified, as not all elements can appear as the range of a slot."							"defines the type of the object of the slot.  Given the following slot definition
  S1:
    domain: C1
    range:  C2
the declaration
  X:
    S1: Y

implicitly asserts Y is an instance of C2
"			slot_definition										default_range			TRUE																										element																									
range_expression									"one use for this is being able to describe a range using any_of expressions, for example to combine two enums"							A range that is described as a boolean expression combining existing ranges			slot_expression																																							anonymous_class_expression																testing									
readonly																"If present, slot is read only.  Text explains why"			slot_definition													TRUE																										string																									
recommended									"This is to be used where not all data is expected to conform to having a required field|If a slot is recommended, and it is not populated, applications must not treat this as an error. Applications may use this to inform the user of missing data"							"true means that the slot should be present in the loaded definition, but this is not required"			slot_definition													TRUE																										boolean										https://github.com/linkml/linkml/issues/177															
related mappings																A list of terms from different schemas or terminology systems that have related meaning.																FALSE					mappings																TRUE					uriorcurie														skos:relatedMatch											
repr																the name of the python object that implements this type definition			type_definition													TRUE																										string																									
required																true means that the slot must be present in the loaded definition			slot_definition													TRUE																										boolean																									
role																the role played by the slot range			slot_definition													TRUE																										string																									
rules																the collection of rules that apply to all members of this class			class_definition														TRUE																				TRUE					class_rule														sh:rule		testing									
see_also																a reference			element												owl																						TRUE					uriorcurie														rdfs:seeAlso											
singular_name																a name that is used in the singular form			slot_definition																																																					skos:altLabel											
slot_conditions																the redefinition of a slot in the context of the containing class definition.																	TRUE																				TRUE					slot_definition																testing									
slot_definitions		slots														slot definitions			schema_definition														TRUE																				TRUE					slot_definition																									
slot_uri																predicate of this slot for semantic web application			slot_definition										slot_curie																													uriorcurie																									
slot_usage									"Many slots may be re-used across different classes, but the meaning of the slot may be refined by context. For example, a generic association model may use slots subject/predicate/object with generic semantics and minimal constraints. When this is subclasses, e.g. to disease-phenotype associations then slot usage may specify both local naming (e.g. subject=disease) and local constraints"							the redefinition of a slot in the context of the containing class definition.			class_definition														TRUE																				TRUE					slot_definition																									
slots									"This defines the set of slots that are allowed to be used for a given class. The final list of slots for a class is the combination of the parent (is a) slots, mixins slots, apply to slots minus the slot usage entries. Formally,"							list of slot names that are applicable to a class			class_definition																																		TRUE					slot_definition																									
source_file																"name, uri or description of the source of the schema"			schema_definition												owl																													suppplied by the schema loader																							
source_file_date																modification date of the source of the schema			schema_definition												owl																											datetime		supplied by the loader																							
source_file_size																size in bytes of the source of the schema			schema_definition												owl																											integer		supplied by the schema loader																							
status																status of the element			element						bibo:draft																																	uriorcurie														bibo:status											
string_serialization																"Used on a slot that stores the string serialization of the containing object. The syntax follows python formatted strings, with slot names enclosed in {}s. These are expanded using the values of those slots.
We call the slot with the serialization the s-slot, the slots used in the {}s are v-slots. If both s-slots and v-slots are populated on an object then the value of the s-slot should correspond to the expansion.
Implementations of frameworks may choose to use this property to either (a) PARSE: implement automated normalizations by parsing denormalized strings into complex objects (b) GENERARE: implement automated to_string labeling of complex objects
For example, a Measurement class may have 3 fields: unit, value, and string_value. The string_value slot may have a string_serialization of {value}{unit} such that if unit=cm and value=2, the value of string_value shouldd be 2cm"			definition													FALSE																										string										https://github.com/linkml/issues/128															
subclass_of																rdfs:subClassOf to be emitted in OWL generation			class_definition																																							uriorcurie														rdfs:subClassOf											
subproperty_of																Ontology property which this slot is a subproperty of			slot_definition																																							slot_definition														rdfs:subPropertyOf											
subsets																list of subsets referenced in this model			schema_definition														TRUE																				TRUE					subset_definition																									
symmetric																True means that any instance of  d s r implies that there is also an instance of r s d			slot_definition																																							boolean																									
text																			permissible_value									TRUE																														string																									
title																the official title of the element			element												owl																																									dcterms:title											
todos																Outstanding issue that needs resolution			element																																		TRUE					string																									
tree_root																indicator that this is the root class in tree structures			class_definition																																				each schema should have at most one tree root			boolean																									
type_uri		uri							uri is typically drawn from the set of URI's defined in OWL (https://www.w3.org/TR/2012/REC-owl2-syntax-20121211/#Datatype_Maps)|every root type must have a type uri							The uri that defines the possible values for the type definition			type_definition													TRUE																										uriorcurie																									
typeof									"the target type definition of the typeof slot is referred to as the ""parent type""|the type definition containing the typeof slot is referred to as the ""child type""|type definitions without a typeof slot are referred to as a ""root type"""							Names a parent type			type_definition																																							type_definition																									
types																data types used in the model			schema_definition														TRUE																				TRUE					type_definition																									
union_of																indicates that the domain class consists exactly of the members of the classes in the range			class_definition																																		TRUE		this only applies in the OWL generation			class_definition																									
unique_key_slots																list of slot names that form a key			unique_key																																		TRUE					slot_definition								TRUE																	
unique_keys																Set of unique keys for this slot			class_definition														TRUE												owl:hasKey								TRUE					unique_key																									
usage_slot_name																The name of the slot referenced in the slot_usage			slot_definition																																							string		filled in by the loader																							
value																example value			example																																																					skos:example											
value_description		description														description of what the value is doing			example																																																																
value_presence									"if set to true this has the same effect as required=true. In contrast, required=false allows a value to be present"							"if true then a value must be present (for lists there must be at least one value). If false then a value must be absent (for lists, must be empty)"			slot_definition													TRUE					value_specification_constant																					presence_enum																unstable									
value_specification_constant	TRUE															Grouping for metamodel slots that constrain the a slot value to equal a specified constant																																																										testing									
values_from																"the identifier of a ""value set"" -- a set of identifiers that form the possible values for the range of a slot"			definition																																		TRUE					uriorcurie																									
version																particular version of schema			schema_definition												owl														schema:schemaVersion																											pav:version											